TicketNumber,Latitude,Longitude,Zip,ClassificationType,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
QL20002432,40.77513,-73.8436,11354,P,03/28/2020,02:47 PM,02 PM,919,1000,Queens County,360810919001000,091900,Census Tract 919,1000,Block 1000
WL20003638,41.03575,-73.86528,10533,M,03/28/2020,11:36 AM,11 AM,113,4015,Westchester County,361190113004015,011300,Census Tract 113,4015,Block 4015
WL20003640,41.01574,-73.84325,10502,P,03/28/2020,11:53 AM,11 AM,106,1021,Westchester County,361190106001021,010600,Census Tract 106,1021,Block 1021
QL20002501,40.77939,-73.77553,11360,P,03/29/2020,08:06 PM,08 PM,997.03,3003,Queens County,360810997033003,099703,Census Tract 997.03,3003,Block 3003
XL20004217,40.85515,-73.8963,10457,P,03/29/2020,10:37 PM,10 PM,383.02,2001,Bronx County,360050383022001,038302,Census Tract 383.02,2001,Block 2001
ML20004850,40.7529,-73.99515,10001,P,03/31/2020,04:43 AM,04 AM,103,1000,New York County,360610103001000,010300,Census Tract 103,1000,Block 1000
WL20003720,40.93181,-73.78581,10804,M,03/30/2020,02:18 PM,02 PM,67,4018,Westchester County,361190067004018,006700,Census Tract 67,4018,Block 4018
WL20003725,40.92753,-73.81,10552,M,03/30/2020,03:11 PM,03 PM,43,1004,Westchester County,361190043001004,004300,Census Tract 43,1004,Block 1004
WL20003726,40.99822,-73.85692,10502,M,03/30/2020,03:17 PM,03 PM,107.01,1025,Westchester County,361190107011025,010701,Census Tract 107.01,1025,Block 1025
WL20003729,40.96857,-73.74744,10543,P,03/30/2020,04:53 PM,04 PM,69,1003,Westchester County,361190069001003,006900,Census Tract 69,1003,Block 1003
ML20004853,40.831179999999996,-73.94608000000001,10031,P,03/31/2020,08:26 AM,08 AM,237,3007,New York County,360610237003007,023700,Census Tract 237,3007,Block 3007
WL20003748,40.954409999999996,-73.84555999999999,10710,P,03/31/2020,03:08 PM,03 PM,21.04,3003,Westchester County,361190021043003,002104,Census Tract 21.04,3003,Block 3003
WL20003750,40.98979,-73.76186,10583,P,03/31/2020,03:28 PM,03 PM,98,2027,Westchester County,361190098002027,009800,Census Tract 98,2027,Block 2027
WL20003751,40.94871,-73.69171,10580,M,03/31/2020,04:27 PM,04 PM,76,2021,Westchester County,361190076002021,007600,Census Tract 76,2021,Block 2021
WL20003752,41.01316,-73.76357,10605,M,03/31/2020,06:09 PM,06 PM,96,2003,Westchester County,361190096002003,009600,Census Tract 96,2003,Block 2003
WL20003754,41.01574,-73.84325,10502,M,03/31/2020,06:32 PM,06 PM,106,1021,Westchester County,361190106001021,010600,Census Tract 106,1021,Block 1021
WL20003756,40.94379,-73.83884,10708,M,03/31/2020,07:30 PM,07 PM,22.02,2003,Westchester County,361190022022003,002202,Census Tract 22.02,2003,Block 2003
WL20003757,40.99634,-73.78706,10583,P,03/31/2020,09:01 PM,09 PM,99,3003,Westchester County,361190099003003,009900,Census Tract 99,3003,Block 3003
XL20004257,40.85461,-73.89046,10458,P,03/31/2020,09:47 PM,09 PM,385,3005,Bronx County,360050385003005,038500,Census Tract 385,3005,Block 3005
ML20004880,40.79198,-73.9528,10029,P,04/01/2020,12:19 PM,12 PM,143,1001,New York County,360610143001001,014300,Census Tract 143,1001,Block 1001
ML20004883,40.77534,-73.96285999999999,10075,M,04/01/2020,01:11 PM,01 PM,142,4002,New York County,360610142004002,014200,Census Tract 142,4002,Block 4002
ML20004886,40.76889,-73.98801,10019,P,04/01/2020,04:05 PM,04 PM,139,1000,New York County,360610139001000,013900,Census Tract 139,1000,Block 1000
ML20004892,40.81886,-73.95614,10027,P,04/01/2020,08:39 PM,08 PM,223.02,1000,New York County,360610223021000,022302,Census Tract 223.02,1000,Block 1000
WL20003762,40.91158,-73.87786,10705,P,04/01/2020,10:31 AM,10 AM,14.02,2007,Westchester County,361190014022007,001402,Census Tract 14.02,2007,Block 2007
WL20003764,41.138329999999996,-73.68542,10504,M,04/01/2020,11:34 AM,11 AM,123.04,2007,Westchester County,361190123042007,012304,Census Tract 123.04,2007,Block 2007
WL20003767,40.91722,-73.75105,10538,P,04/01/2020,01:06 PM,01 PM,71,3048,Westchester County,361190071003048,007100,Census Tract 71,3048,Block 3048
WL20003768,41.14996,-73.66888,10504,M,04/01/2020,01:10 PM,01 PM,123.04,1005,Westchester County,361190123041005,012304,Census Tract 123.04,1005,Block 1005
WL20003770,40.966609999999996,-73.74935,10543,M,04/01/2020,03:44 PM,03 PM,69,1009,Westchester County,361190069001009,006900,Census Tract 69,1009,Block 1009
WL20003779,40.93524,-73.84515,10708,M,04/01/2020,11:35 PM,11 PM,22.04,4012,Westchester County,361190022044012,002204,Census Tract 22.04,4012,Block 4012
XL20004264,40.889829999999996,-73.84283,10466,M,04/01/2020,10:32 AM,10 AM,426,1003,Bronx County,360050426001003,042600,Census Tract 426,1003,Block 1003
XL20004271,40.85759,-73.90618,10453,P,04/01/2020,01:03 PM,01 PM,251,1002,Bronx County,360050251001002,025100,Census Tract 251,1002,Block 1002
XL20004272,40.83122,-73.88141999999999,10472,M,04/01/2020,03:48 PM,03 PM,56,3004,Bronx County,360050056003004,005600,Census Tract 56,3004,Block 3004
XL20004273,40.811690000000006,-73.92667,10451,M,04/01/2020,04:36 PM,04 PM,51,2011,Bronx County,360050051002011,005100,Census Tract 51,2011,Block 2011
XL20004277,40.82693,-73.91512,10456,M,04/01/2020,05:08 PM,05 PM,173,2000,Bronx County,360050173002000,017300,Census Tract 173,2000,Block 2000
ML20004905,40.74759,-73.97075,10016,P,04/02/2020,11:25 AM,11 AM,88,7000,New York County,360610088007000,008800,Census Tract 88,7000,Block 7000
QL20002536,40.74405,-73.9277,11101,M,04/02/2020,01:41 PM,01 PM,179,2004,Queens County,360810179002004,017900,Census Tract 179,2004,Block 2004
QL20002537,40.76444,-73.79965,11358,M,04/02/2020,01:42 PM,01 PM,1175,1006,Queens County,360811175001006,117500,Census Tract 1175,1006,Block 1006
WL20003329,40.9546,-73.82257,10707,M,03/16/2020,11:46 AM,11 AM,48,5006,Westchester County,361190048005006,004800,Census Tract 48,5006,Block 5006
WL20003781,40.91348,-73.88299,10705,M,04/02/2020,09:12 AM,09 AM,13.01,1029,Westchester County,361190013011029,001301,Census Tract 13.01,1029,Block 1029
WL20003782,40.92727,-73.84971999999999,10704,P,04/02/2020,10:37 AM,10 AM,24.03,3001,Westchester County,361190024033001,002403,Census Tract 24.03,3001,Block 3001
WL20003783,41.14849,-73.67335,10504,M,04/02/2020,10:58 AM,10 AM,123.04,1015,Westchester County,361190123041015,012304,Census Tract 123.04,1015,Block 1015
WL20003784,41.15148,-73.66776,10504,M,04/02/2020,12:15 PM,12 PM,123.04,1002,Westchester County,361190123041002,012304,Census Tract 123.04,1002,Block 1002
WL20003785,40.92678,-73.77589,10801,P,04/02/2020,12:26 PM,12 PM,65,4006,Westchester County,361190065004006,006500,Census Tract 65,4006,Block 4006
WL20003787,41.125690000000006,-73.70016,10504,M,04/02/2020,02:18 PM,02 PM,123.03,1006,Westchester County,361190123031006,012303,Census Tract 123.03,1006,Block 1006
WL20003789,41.10791,-73.79365,10532,M,04/02/2020,02:50 PM,02 PM,120,3017,Westchester County,361190120003017,012000,Census Tract 120,3017,Block 3017
WL20003790,41.28403,-73.93056,10566,M,04/02/2020,03:49 PM,03 PM,141,4003,Westchester County,361190141004003,014100,Census Tract 141,4003,Block 4003
WL20003795,40.96719,-73.77374,10804,M,04/02/2020,06:19 PM,06 PM,98,3011,Westchester County,361190098003011,009800,Census Tract 98,3011,Block 3011
XL20004292,40.828,-73.85816,10472,P,04/02/2020,10:00 AM,10 AM,40.01,1002,Bronx County,360050040011002,004001,Census Tract 40.01,1002,Block 1002
ML20004935,40.75851,-73.96340000000002,10022,M,04/03/2020,12:15 PM,12 PM,108,2000,New York County,360610108002000,010800,Census Tract 108,2000,Block 2000
QL20002546,40.743,-73.9439,11101,P,04/03/2020,09:24 AM,09 AM,1,1036,Queens County,360810001001036,000100,Census Tract 1,1036,Block 1036
QL20002547,40.74904,-73.77436999999999,11364,M,04/03/2020,10:34 AM,10 AM,1409.01,1000,Queens County,360811409011000,140901,Census Tract 1409.01,1000,Block 1000
QL20002548,40.75761,-73.73164,11362,M,04/03/2020,10:50 AM,10 AM,1529.01,3001,Queens County,360811529013001,152901,Census Tract 1529.01,3001,Block 3001
WL20003805,41.28714,-73.83116,10598,M,04/03/2020,11:57 AM,11 AM,148.05,1017,Westchester County,361190148051017,014805,Census Tract 148.05,1017,Block 1017
ML20004955,40.71174,-74.00834,10007,M,04/04/2020,09:15 AM,09 AM,21,1011,New York County,360610021001011,002100,Census Tract 21,1011,Block 1011
ML20004965,40.72567,-74.00759000000001,10013,P,04/04/2020,01:15 PM,01 PM,37,1016,New York County,360610037001016,003700,Census Tract 37,1016,Block 1016
QL20002554,40.76979,-73.8262,11354,M,04/04/2020,11:01 AM,11 AM,1161,1001,Queens County,360811161001001,116100,Census Tract 1161,1001,Block 1001
WL20003817,41.07721,-73.77721,10595,M,04/04/2020,11:16 AM,11 AM,119.02,2016,Westchester County,361190119022016,011902,Census Tract 119.02,2016,Block 2016
WL20003819,40.95743,-73.84733,10710,P,04/04/2020,12:12 PM,12 PM,20,4011,Westchester County,361190020004011,002000,Census Tract 20,4011,Block 4011
WL20003822,41.00922,-73.76684,10606,P,04/04/2020,03:58 PM,03 PM,96,2017,Westchester County,361190096002017,009600,Census Tract 96,2017,Block 2017
WL20003823,40.964059999999996,-73.80552,10709,M,04/04/2020,04:32 PM,04 PM,50.02,3013,Westchester County,361190050023013,005002,Census Tract 50.02,3013,Block 3013
WL20003824,41.16149,-73.78083000000001,10514,P,04/04/2020,05:00 PM,05 PM,131.04,4009,Westchester County,361190131044009,013104,Census Tract 131.04,4009,Block 4009
WL20003826,40.98772,-73.86327,10706,P,04/04/2020,06:01 PM,06 PM,107.01,1023,Westchester County,361190107011023,010701,Census Tract 107.01,1023,Block 1023
WL20003828,40.99003,-73.8134,10583,M,04/04/2020,06:24 PM,06 PM,107.02,2022,Westchester County,361190107022022,010702,Census Tract 107.02,2022,Block 2022
WL20003830,40.98966,-73.72869,10528,M,04/04/2020,07:33 PM,07 PM,85,1012,Westchester County,361190085001012,008500,Census Tract 85,1012,Block 1012
WL20003837,40.9194,-73.85039,10704,P,04/04/2020,11:12 PM,11 PM,24.03,1008,Westchester County,361190024031008,002403,Census Tract 24.03,1008,Block 1008
XL20004346,40.90227,-73.84092,10466,P,04/04/2020,04:25 PM,04 PM,444,4000,Bronx County,360050444004000,044400,Census Tract 444,4000,Block 4000
WL20003840,40.97972,-73.68425,10580,M,04/05/2020,05:52 AM,05 AM,77,2019,Westchester County,361190077002019,007700,Census Tract 77,2019,Block 2019
WL20003844,41.01576,-73.84291,10502,M,04/05/2020,10:45 AM,10 AM,106,1021,Westchester County,361190106001021,010600,Census Tract 106,1021,Block 1021
WL20003851,40.9509,-73.77984000000002,10804,P,04/05/2020,03:17 PM,03 PM,68.02,1007,Westchester County,361190068021007,006802,Census Tract 68.02,1007,Block 1007
WL20003853,40.94422,-73.86053000000001,10701,M,04/05/2020,04:08 PM,04 PM,17,1003,Westchester County,361190017001003,001700,Census Tract 17,1003,Block 1003
WL20003854,40.978190000000005,-73.78029000000001,10583,M,04/05/2020,08:29 PM,08 PM,68.01,2004,Westchester County,361190068012004,006801,Census Tract 68.01,2004,Block 2004
XL20004370,40.889309999999995,-73.84274,10466,M,04/05/2020,11:08 PM,11 PM,426,1003,Bronx County,360050426001003,042600,Census Tract 426,1003,Block 1003
ML20004999,40.7429,-73.99861,10011,P,04/06/2020,10:29 AM,10 AM,87,2000,New York County,360610087002000,008700,Census Tract 87,2000,Block 2000
ML20005006,40.75286,-73.99106,10018,P,04/06/2020,02:58 PM,02 PM,109,1003,New York County,360610109001003,010900,Census Tract 109,1003,Block 1003
ML20005030,40.81122,-73.95227,10027,P,04/06/2020,10:09 PM,10 PM,209.01,1001,New York County,360610209011001,020901,Census Tract 209.01,1001,Block 1001
QL20002569,40.729859999999995,-73.75616,11427,M,04/06/2020,10:33 AM,10 AM,1291.02,2009,Queens County,360811291022009,129102,Census Tract 1291.02,2009,Block 2009
QL20002571,40.73217,-73.75725,11427,P,04/06/2020,11:28 AM,11 AM,1291.02,1005,Queens County,360811291021005,129102,Census Tract 1291.02,1005,Block 1005
QL20002572,40.76952,-73.77127,11361,M,04/06/2020,12:38 PM,12 PM,1097,2006,Queens County,360811097002006,109700,Census Tract 1097,2006,Block 2006
QL20002573,40.75725,-73.81047,11355,M,04/06/2020,04:01 PM,04 PM,1189,1007,Queens County,360811189001007,118900,Census Tract 1189,1007,Block 1007
WL20003862,41.12709,-73.70191,10504,M,04/06/2020,10:33 AM,10 AM,123.03,1007,Westchester County,361190123031007,012303,Census Tract 123.03,1007,Block 1007
WL20003865,41.12982,-73.70214,10504,M,04/06/2020,11:50 AM,11 AM,123.03,1008,Westchester County,361190123031008,012303,Census Tract 123.03,1008,Block 1008
WL20003869,41.1277,-73.70044,10504,M,04/06/2020,01:15 PM,01 PM,123.03,1011,Westchester County,361190123031011,012303,Census Tract 123.03,1011,Block 1011
WL20003870,40.97441,-73.84523,10710,M,04/06/2020,02:14 PM,02 PM,20,1004,Westchester County,361190020001004,002000,Census Tract 20,1004,Block 1004
WL20003872,40.99545,-73.68969,10580,M,04/06/2020,03:06 PM,03 PM,85,3073,Westchester County,361190085003073,008500,Census Tract 85,3073,Block 3073
WL20003876,41.048320000000004,-73.86111,10591,M,04/06/2020,05:36 PM,05 PM,114,1052,Westchester County,361190114001052,011400,Census Tract 114,1052,Block 1052
XL20004375,40.82927,-73.8249,10465,P,04/06/2020,11:18 AM,11 AM,162,2003,Bronx County,360050162002003,016200,Census Tract 162,2003,Block 2003
ML20005038,40.831070000000004,-73.94266999999999,10032,M,04/07/2020,09:46 AM,09 AM,235.01,4000,New York County,360610235014000,023501,Census Tract 235.01,4000,Block 4000
QL20002579,40.743959999999994,-73.83366,11355,M,04/07/2020,08:55 AM,08 AM,803.01,2002,Queens County,360810803012002,080301,Census Tract 803.01,2002,Block 2002
QL20002581,40.75371,-73.74768,11364,M,04/07/2020,12:09 PM,12 PM,1385.01,4007,Queens County,360811385014007,138501,Census Tract 1385.01,4007,Block 4007
QL20002582,40.75208,-73.92953,11101,P,04/07/2020,01:18 PM,01 PM,31,2005,Queens County,360810031002005,003100,Census Tract 31,2005,Block 2005
QL20002585,40.75736,-73.81052,11355,M,04/07/2020,03:12 PM,03 PM,1189,1006,Queens County,360811189001006,118900,Census Tract 1189,1006,Block 1006
WL20003886,40.92304,-73.85234,10704,P,04/07/2020,09:55 AM,09 AM,24.03,2002,Westchester County,361190024032002,002403,Census Tract 24.03,2002,Block 2002
WL20003889,41.04721,-73.79697,10603,P,04/07/2020,10:29 AM,10 AM,109.03,1015,Westchester County,361190109031015,010903,Census Tract 109.03,1015,Block 1015
WL20003891,40.98019,-73.79729,10583,M,04/07/2020,11:02 AM,11 AM,101,2009,Westchester County,361190101002009,010100,Census Tract 101,2009,Block 2009
WL20003895,41.12448,-73.73017,10504,M,04/07/2020,12:05 PM,12 PM,123.03,3003,Westchester County,361190123033003,012303,Census Tract 123.03,3003,Block 3003
WL20003896,41.05855,-73.80308000000001,10523,M,04/07/2020,12:34 PM,12 PM,110,1024,Westchester County,361190110001024,011000,Census Tract 110,1024,Block 1024
WL20003898,41.12672,-73.71540999999999,10504,M,04/07/2020,01:19 PM,01 PM,123.03,1034,Westchester County,361190123031034,012303,Census Tract 123.03,1034,Block 1034
WL20003902,40.99033,-73.81331,10583,M,04/07/2020,03:13 PM,03 PM,107.02,2022,Westchester County,361190107022022,010702,Census Tract 107.02,2022,Block 2022
XL20004402,40.81208,-73.88655,10474,P,04/07/2020,10:06 AM,10 AM,93,6003,Bronx County,360050093006003,009300,Census Tract 93,6003,Block 6003
XL20004403,40.8213,-73.80833,10465,P,04/07/2020,10:06 AM,10 AM,138,2001,Bronx County,360050138002001,013800,Census Tract 138,2001,Block 2001
ML20005070,40.775420000000004,-73.94751,10028,P,04/08/2020,09:33 AM,09 AM,144.01,2000,New York County,360610144012000,014401,Census Tract 144.01,2000,Block 2000
ML20005072,40.76903,-73.9849,10019,M,04/08/2020,10:19 AM,10 AM,145,4000,New York County,360610145004000,014500,Census Tract 145,4000,Block 4000
ML20005079,40.82427,-73.9453,10031,M,04/08/2020,01:43 PM,01 PM,231,3005,New York County,360610231003005,023100,Census Tract 231,3005,Block 3005
QL20002594,40.752790000000005,-73.92296999999999,11101,M,04/08/2020,02:27 PM,02 PM,157,1007,Queens County,360810157001007,015700,Census Tract 157,1007,Block 1007
WL20003919,40.9016,-73.80507,10803,M,04/08/2020,10:21 AM,10 AM,55,1009,Westchester County,361190055001009,005500,Census Tract 55,1009,Block 1009
WL20003920,41.17823,-73.66664,10506,M,04/08/2020,10:47 AM,10 AM,127,4024,Westchester County,361190127004024,012700,Census Tract 127,4024,Block 4024
WL20003924,40.9039,-73.8617,10704,M,04/08/2020,02:13 PM,02 PM,15.02,2005,Westchester County,361190015022005,001502,Census Tract 15.02,2005,Block 2005
WL20003925,41.204229999999995,-73.6437,10506,M,04/08/2020,02:16 PM,02 PM,127,2001,Westchester County,361190127002001,012700,Census Tract 127,2001,Block 2001
WL20003927,41.04053,-73.78155,10607,P,04/08/2020,02:42 PM,02 PM,109.02,3023,Westchester County,361190109023023,010902,Census Tract 109.02,3023,Block 3023
WL20003928,40.93011,-73.75984,10538,P,04/08/2020,02:48 PM,02 PM,71,4010,Westchester County,361190071004010,007100,Census Tract 71,4010,Block 4010
WL20003929,41.23688,-73.69079,10507,M,04/08/2020,03:38 PM,03 PM,128.02,6033,Westchester County,361190128026033,012802,Census Tract 128.02,6033,Block 6033
XL20004445,40.841390000000004,-73.90946,10457,P,04/08/2020,09:37 PM,09 PM,225,2000,Bronx County,360050225002000,022500,Census Tract 225,2000,Block 2000
ML20005108,40.7429,-73.99861,10011,P,04/09/2020,10:33 AM,10 AM,87,2000,New York County,360610087002000,008700,Census Tract 87,2000,Block 2000
ML20005112,40.7814,-73.97629,10024,P,04/09/2020,01:42 PM,01 PM,165,3000,New York County,360610165003000,016500,Census Tract 165,3000,Block 3000
QL20002602,40.74479,-73.81952,11355,M,04/09/2020,10:12 AM,10 AM,837,3000,Queens County,360810837003000,083700,Census Tract 837,3000,Block 3000
QL20002603,40.732040000000005,-73.81529,11367,M,04/09/2020,10:33 AM,10 AM,809,6000,Queens County,360810809006000,080900,Census Tract 809,6000,Block 6000
QL20002604,40.74718,-73.92075,11104,P,04/09/2020,11:17 AM,11 AM,171,1021,Queens County,360810171001021,017100,Census Tract 171,1021,Block 1021
QL20002606,40.74718,-73.92331999999999,11104,P,04/09/2020,12:43 PM,12 PM,181.01,1000,Queens County,360810181011000,018101,Census Tract 181.01,1000,Block 1000
WL20003943,40.919540000000005,-73.85098,10704,P,04/09/2020,09:42 AM,09 AM,24.03,1008,Westchester County,361190024031008,002403,Census Tract 24.03,1008,Block 1008
WL20003944,40.93189,-73.77704,10804,M,04/09/2020,09:55 AM,09 AM,67,2008,Westchester County,361190067002008,006700,Census Tract 67,2008,Block 2008
WL20003945,40.92308,-73.7547,10538,M,04/09/2020,10:12 AM,10 AM,71,3012,Westchester County,361190071003012,007100,Census Tract 71,3012,Block 3012
WL20003947,40.95447,-73.79823,10804,M,04/09/2020,11:07 AM,11 AM,68.02,3024,Westchester County,361190068023024,006802,Census Tract 68.02,3024,Block 3024
XL20004450,40.826570000000004,-73.89972,10459,P,04/09/2020,08:59 AM,08 AM,131,3005,Bronx County,360050131003005,013100,Census Tract 131,3005,Block 3005
XL20004459,40.888490000000004,-73.85219000000001,10466,P,04/09/2020,01:23 PM,01 PM,404,3000,Bronx County,360050404003000,040400,Census Tract 404,3000,Block 3000
ML20005129,40.800940000000004,-73.96901,10025,P,04/10/2020,10:16 AM,10 AM,191,3001,New York County,360610191003001,019100,Census Tract 191,3001,Block 3001
ML20005133,40.755990000000004,-73.98475,10036,P,04/10/2020,02:18 PM,02 PM,119,1004,New York County,360610119001004,011900,Census Tract 119,1004,Block 1004
QL20002613,40.752109999999995,-73.9255,11101,M,04/10/2020,09:38 AM,09 AM,171,1003,Queens County,360810171001003,017100,Census Tract 171,1003,Block 1003
QL20002615,40.74025,-73.79143,11365,P,04/10/2020,11:29 AM,11 AM,1417,5002,Queens County,360811417005002,141700,Census Tract 1417,5002,Block 5002
WL20003962,41.30063,-73.7931,10598,M,04/10/2020,09:02 AM,09 AM,148.11,3012,Westchester County,361190148113012,014811,Census Tract 148.11,3012,Block 3012
WL20003965,41.07421,-73.85746,10591,M,04/10/2020,02:36 PM,02 PM,114,4014,Westchester County,361190114004014,011400,Census Tract 114,4014,Block 4014
QL20002622,40.74572,-73.78277,11365,M,04/11/2020,10:43 AM,10 AM,1409.02,1000,Queens County,360811409021000,140902,Census Tract 1409.02,1000,Block 1000
QL20002623,40.75182,-73.78004,11365,P,04/11/2020,12:29 PM,12 PM,1429,3000,Queens County,360811429003000,142900,Census Tract 1429,3000,Block 3000
WL20003987,40.92457,-73.80752,10803,M,04/11/2020,07:41 PM,07 PM,53,1000,Westchester County,361190053001000,005300,Census Tract 53,1000,Block 1000
WL20003989,41.218920000000004,-73.90991,10520,M,04/11/2020,08:01 PM,08 PM,139,4003,Westchester County,361190139004003,013900,Census Tract 139,4003,Block 4003
XL20004499,40.80891,-73.92238,10454,M,04/11/2020,04:32 PM,04 PM,39,5001,Bronx County,360050039005001,003900,Census Tract 39,5001,Block 5001
ML20005178,40.77053,-73.96844,10065,P,04/12/2020,05:44 PM,05 PM,143,1033,New York County,360610143001033,014300,Census Tract 143,1033,Block 1033
WL20003999,40.96485,-73.8786,10703,M,04/12/2020,05:13 PM,05 PM,8.01,1002,Westchester County,361190008011002,000801,Census Tract 8.01,1002,Block 1002
WL20004002,40.94328,-73.73833,10543,M,04/12/2020,10:24 PM,10 PM,72,4009,Westchester County,361190072004009,007200,Census Tract 72,4009,Block 4009
QL20002656,40.78131,-73.90878000000001,11105,P,04/14/2020,01:53 PM,01 PM,111,1000,Queens County,360810111001000,011100,Census Tract 111,1000,Block 1000
QL20002657,40.75377,-73.91858,11101,P,04/14/2020,02:02 PM,02 PM,159,3001,Queens County,360810159003001,015900,Census Tract 159,3001,Block 3001
QL20002661,40.72948,-73.73302,11427,P,04/14/2020,06:35 PM,06 PM,1621,2001,Queens County,360811621002001,162100,Census Tract 1621,2001,Block 2001
WL20004020,41.01574,-73.84325,10502,M,04/14/2020,10:56 AM,10 AM,106,1021,Westchester County,361190106001021,010600,Census Tract 106,1021,Block 1021
WL20004022,40.92433,-73.83206,10552,M,04/14/2020,11:29 AM,11 AM,39,1009,Westchester County,361190039001009,003900,Census Tract 39,1009,Block 1009
WL20004024,40.95432,-73.81212,10709,M,04/14/2020,12:31 PM,12 PM,51,2006,Westchester County,361190051002006,005100,Census Tract 51,2006,Block 2006
WL20004026,40.89694,-73.83859,10550,P,04/14/2020,01:36 PM,01 PM,26,1006,Westchester County,361190026001006,002600,Census Tract 26,1006,Block 1006
WL20004027,40.95496,-73.8127,10709,P,04/14/2020,01:59 PM,01 PM,51,2004,Westchester County,361190051002004,005100,Census Tract 51,2004,Block 2004
WL20004040,41.05855,-73.80308000000001,10523,M,04/14/2020,07:51 PM,07 PM,110,1024,Westchester County,361190110001024,011000,Census Tract 110,1024,Block 1024
WL20004041,40.9722,-73.79843000000001,10583,M,04/14/2020,08:24 PM,08 PM,50.01,1019,Westchester County,361190050011019,005001,Census Tract 50.01,1019,Block 1019
WL20004042,40.96785,-73.74101999999999,10543,M,04/14/2020,08:29 PM,08 PM,73,2012,Westchester County,361190073002012,007300,Census Tract 73,2012,Block 2012
WL20004043,40.98183,-73.87455,10706,P,04/14/2020,09:10 PM,09 PM,102,3009,Westchester County,361190102003009,010200,Census Tract 102,3009,Block 3009
XL20004549,40.84305,-73.83105,10461,P,04/14/2020,10:29 AM,10 AM,264,2000,Bronx County,360050264002000,026400,Census Tract 264,2000,Block 2000
ML20005231,40.8675,-73.92766,10034,M,04/15/2020,04:11 PM,04 PM,297,1000,New York County,360610297001000,029700,Census Tract 297,1000,Block 1000
WL20004050,40.95173,-73.86594000000001,10701,M,04/15/2020,11:31 AM,11 AM,17,2013,Westchester County,361190017002013,001700,Census Tract 17,2013,Block 2013
WL20004051,41.0385,-73.81121,10607,P,04/15/2020,11:39 AM,11 AM,109.03,3025,Westchester County,361190109033025,010903,Census Tract 109.03,3025,Block 3025
WL20004053,40.94489,-73.77642,10804,M,04/15/2020,12:18 PM,12 PM,67,3001,Westchester County,361190067003001,006700,Census Tract 67,3001,Block 3001
WL20004054,41.13147,-73.79505999999999,10570,M,04/15/2020,12:34 PM,12 PM,122,5028,Westchester County,361190122005028,012200,Census Tract 122,5028,Block 5028
WL20004056,40.93888,-73.77194,10804,P,04/15/2020,02:23 PM,02 PM,67,2004,Westchester County,361190067002004,006700,Census Tract 67,2004,Block 2004
WL20004057,41.187259999999995,-73.73085,10549,M,04/15/2020,02:46 PM,02 PM,130,2027,Westchester County,361190130002027,013000,Census Tract 130,2027,Block 2027
WL20004059,41.07634,-73.8587,10591,P,04/15/2020,03:00 PM,03 PM,115,1022,Westchester County,361190115001022,011500,Census Tract 115,1022,Block 1022
WL20004062,41.02041,-73.66171999999999,10573,M,04/15/2020,04:04 PM,04 PM,104,3012,Fairfield County,090010104003012,010400,Census Tract 104,3012,Block 3012
XL20004571,40.84171,-73.87216,10460,P,04/15/2020,09:26 AM,09 AM,220,1004,Bronx County,360050220001004,022000,Census Tract 220,1004,Block 1004
XL20004577,40.85244,-73.78732,10464,P,04/15/2020,01:24 PM,01 PM,516,1007,Bronx County,360050516001007,051600,Census Tract 516,1007,Block 1007
ML20005257,40.7593,-73.95184,10044,P,04/16/2020,03:44 PM,03 PM,238.01,1011,New York County,360610238011011,023801,Census Tract 238.01,1011,Block 1011
QL20002676,40.74407,-73.83364,11355,M,04/16/2020,12:36 PM,12 PM,803.01,2002,Queens County,360810803012002,080301,Census Tract 803.01,2002,Block 2002
WL20004069,40.9493,-73.89056,10703,P,04/16/2020,09:59 AM,09 AM,8.03,2010,Westchester County,361190008032010,000803,Census Tract 8.03,2010,Block 2010
WL20004070,40.95148,-73.80294,10709,P,04/16/2020,10:50 AM,10 AM,52,2005,Westchester County,361190052002005,005200,Census Tract 52,2005,Block 2005
WL20004071,40.96347,-73.78657,10804,M,04/16/2020,11:12 AM,11 AM,68.01,3022,Westchester County,361190068013022,006801,Census Tract 68.01,3022,Block 3022
WL20004078,41.02957,-73.86665,10533,M,04/16/2020,02:45 PM,02 PM,113,2005,Westchester County,361190113002005,011300,Census Tract 113,2005,Block 2005
WL20004085,40.95483,-73.81043000000001,10709,M,04/16/2020,08:37 PM,08 PM,51,2002,Westchester County,361190051002002,005100,Census Tract 51,2002,Block 2002
WL20004087,40.95743,-73.84733,10710,M,04/16/2020,10:38 PM,10 PM,20,4011,Westchester County,361190020004011,002000,Census Tract 20,4011,Block 4011
XL20004599,40.8459,-73.89169,10457,M,04/16/2020,09:37 AM,09 AM,373,3001,Bronx County,360050373003001,037300,Census Tract 373,3001,Block 3001
XL20004610,40.8446,-73.88574,10460,M,04/16/2020,12:52 PM,12 PM,365.01,2001,Bronx County,360050365012001,036501,Census Tract 365.01,2001,Block 2001
ML20005268,40.768809999999995,-73.95838,10021,M,04/17/2020,10:42 AM,10 AM,126,2000,New York County,360610126002000,012600,Census Tract 126,2000,Block 2000
